GeneNames,logFC,p_values
EPDR1,-0.7,3.68701549323834E-05
SNX10,-2.3,7.94910724842797E-07
SEPHS1,0.8,3.6133534029438E-05
MRPL28,-0.3,0.0528485365741741
HBQ1,-1.2,1.39235599102483E-10
ITPKC,0.8,4.54934094538293E-04
FAT2,-1.1,0.0016193989792493
RBM22,0.4,5.03357381388715E-04
TMED2,0.5,3.50164098414071E-04
ERO1B,-1.0,2.10887861785792E-04
HSD17B2,0.3,0.22605469478139
TXLNG,-0.1,0.795146950005598
PPEF1,-1.9,8.38236921068151E-09
LAT2,0.5,0.0297367732515191
HUWE1,0.4,0.0156811453435563
ZW10,0.3,7.86214043147693E-04
ALG9,-0.2,0.431009867085943
MYBPC2,-0.5,2.85916346730483E-04
NOX4,2.2,2.53770114208225E-09
ACOX3,0.2,0.11437952435467
MTMR2,-0.1,0.786574819171129
PPP1R15A,0.5,0.11753643177799
HSD17B14,,
TRIP6,1.9,8.16986586240794E-09
ACHE,-0.9,4.57855413014365E-05
SRRT,0.3,0.117390678221729
BAX,0.4,0.389967811226107
NLK,-2.2,4.73666615937214E-12
ADAMTS2,,
TMPRSS11E,-0.1,0.661640418057761
ATXN7L3,-0.9,2.53315684918374E-09
PGS1,-0.2,0.443769105557741
PSMC5,-0.1,0.453050900434421
UIMC1,0.2,0.22605469478139
CETP,0.6,0.00511081385245682
MMP2,0.3,0.363270471210324
LPCAT2,-0.3,0.382247177498289
GNAO1,-0.3,0.288542525794768
OGFOD1,-0.1,0.735252574519265
SH3BP2,-0.1,0.726147206287978
NOP14,0.2,0.314011078293352
ADD1,-0.1,0.347842190296461
L2HGDH,,
TXNDC16,-0.6,0.126217575203165
RTRAF,0.5,1.73976843303605E-04
NID2,2.5,1.59348583903697E-11
GMCL1,0.3,0.0967329215339124
SF3B2,0.6,1.0514791493796E-07
KLHL42,-0.4,0.0930836165052949
GNAS,-0.3,0.00213201728847578
DNM1L,-0.9,1.33291360189077E-04
PTHLH,0.4,0.505568752564181
PHACTR3,-3.5,2.99507245226997E-11
ERGIC2,-0.4,0.01717286817207
TFAP2C,0.4,0.368392530598599
AURKA,0.6,0.00358723919285345
CASS4,,
PIR,-0.4,0.41841020740976
AAMDC,0.5,0.0286293937834487
RFX2,2.9,3.62420515003102E-17
SULT2B1,-0.6,9.38980405177123E-06
ALG6,0.4,0.0539841884864285
CNOT3,0.4,0.0368836158845978
GP6,-0.5,5.7451548674585E-06
PTPN4,-1.0,7.87323363192002E-05
DDX18,0.7,3.54173897437526E-07
KHSRP,0.3,0.00926331398672273
GNA11,-0.8,2.7778561034036E-06
ASAP3,0.6,2.10917855247056E-04
EDEM2,0.3,0.132088659465688
DNMT3B,0.3,0.107193077462306
REM1,-0.2,0.13292328696334
TPX2,1.7,3.95389256063129E-07
FER1L4,0.1,0.692927856127184
PDRG1,0.2,0.360478783711433
EPB41L1,-3.4,2.58620243972386E-20
SLC15A1,-0.5,9.64482650676703E-04
DOCK9,-2.0,1.08216462410881E-11
ANKRD10,,
TGDS,0.6,0.00344677822578674
DOCK3,-2.0,1.6392624923774E-11
C3orf18,-0.6,4.07246477327031E-05
COQ9,-0.1,0.678550521817848
TMEM40,-0.3,0.0153946993327703
KIF9,2.0,5.62541564430093E-11
ARHGAP28,0.7,0.0467391672954583
DEFB127,,
PPP1R13B,-1.6,3.80375261238782E-10
ATRN,-0.7,2.91143135999613E-06
SMOX,0.5,0.0659637023090047
SIGLEC1,-0.1,0.49001090764493
FKBP1A,-0.3,0.315722119651067
NSFL1C,-0.3,0.0066910275341734
SLC4A11,-0.1,0.64209723304497
C20orf194,-0.7,5.12447498385681E-04
ZNF343,0.1,0.293559094649966
EBF4,0.2,0.338229529450435
CPXM1,1.5,1.5199931268936E-04
MAVS,0.3,0.0262118008173615
LZTS3,-1.8,7.36129201776375E-15
F11,-0.3,0.0678300652955419
XRN2,0.9,1.06093328064092E-08
KIZ,-0.4,0.0710857114955644
DYNLL1,-0.2,0.104721306657964
TESC,-0.2,0.456776286529922
SNX5,0.7,1.43687221344541E-08
SIRPG,0.5,0.0496025937539213
MAPKAPK5,,
P2RX7,-0.8,0.0396197709487783
ESF1,,
RBBP9,0.4,0.0539813629561941
ANAPC5,-0.1,0.41944221867733
SLC23A2,-0.5,0.00175263613128899
SLC8B1,0.2,0.190666509106402
DZANK1,0.6,0.0112226035033801
KDM2B,0.1,0.605982321101423
CFAP61,0.7,0.00422504208426331
LHX5,-0.4,0.021200351607894
TASP1,-0.2,0.438937109708324
OAS1,0.7,0.0661448045084381
GCN1,0.4,0.00312831840462973
PXN,1.2,2.5119586346613E-11
SIRT4,-0.9,1.02361307794171E-07
RPH3A,-4.6,7.86657042451124E-24
KIF16B,0.1,0.857149158446275
TRMT6,,
CHGB,-4.5,1.87685156396457E-13
PEBP1,-0.9,1.00801420183197E-11
TBX5,0.5,0.315049022670643
BRAP,,
ERP29,0.3,0.106847399153479
NOS1,-1.3,2.7519205448976E-05
FUS,0.7,1.10594537208418E-04
IGBP1,-0.4,0.0576418893488402
FXYD5,0.4,0.100671167245065
ZNF302,0.2,0.336887438184716
GRAMD1A,-0.2,0.243082471307752
HEPH,0.4,0.504073625237941
CDIP1,-0.8,0.00131486132102928
KCNH4,-0.8,7.62277379210139E-10
GANAB,1.3,2.09025265071491E-10
GMIP,0.1,0.525376468013402
RBM41,-0.3,0.0300065040487073
BIRC5,1.8,7.84016542003896E-07
LAG3,0.2,0.078185881794072
MLF 2.00,-0.6,8.4750715900221E-06
OTUB2,0.2,0.389383546919544
DDX24,-0.4,5.58338419453635E-06
ZBTB25,0.7,3.34481337722717E-07
NECAP1,-1.6,7.22881236967086E-13
ARHGAP4,0.5,0.258606050888873
ANKRD24,-0.8,1.63395130347161E-06
DHX32,0.1,0.222769428443328
RCOR1,0.4,0.0795026105306791
GPATCH2L,,
LTBP4,0.2,0.454947018009023
BLVRB,,
SLC9A1,-0.3,0.0071324195452658
SPTLC1,0.3,0.0639241399954162
PAPOLA,0.5,2.44672995999583E-04
CCNK,0.5,4.0445577798775E-04
PCBP4,-1.1,9.67096083820231E-07
RGS1,0.6,0.225224992401812
YPEL3,-1.3,3.50759881884146E-07
MRPS33,0.3,0.124540587102804
NDUFB2,-0.5,0.00209716677108835
NUDC,0.4,0.0104850263310717
MAEA,0.5,7.57746736813927E-04
ICAM1,1.3,4.07253303669093E-04
STRN4,-0.1,0.437009149628427
IRAK3,0.1,0.848119155183385
LYZ,1.9,1.37497119584108E-05
SI,-0.1,0.0616036109134254
MUL1,0.4,1.06967736975483E-04
TFAP4,-0.3,0.0410938278909866
PDCD7,,
SPG21,1.0,1.11384594458702E-11
FETUB,-0.1,0.497080075399676
P3H2,2.1,5.34788337262004E-09
THPO,-0.1,0.738838483568938
CHRD,-1.2,1.39429248159215E-07
RAB11FIP3,-0.4,0.0312485909963325
GNPTG,-0.1,0.590974956834123
ZNF268,0.9,1.26406113717933E-04
GOLGA3,-0.6,2.46438819334034E-04
PABPC4,0.1,0.654163974268869
CERS4,0.1,0.722222253631414
MCOLN1,-0.5,1.55944627634375E-04
USP48,-0.7,0.00263121904753815
EFNB1,0.2,0.337560340929826
PDPR,0.3,0.101001408364599
AARS1,,
GLG1,0.4,0.00956545148504414
KIF4A,2.7,5.14132665655221E-15
TNRC6A,0.4,0.0233379417418997
PLEKHG2,0.4,0.00376997614354265
DLL3,-0.8,4.68339123924999E-04
NAT14,0.2,0.205430036734669
EXOC1,0.1,0.425557927809389
RBM27,0.2,0.218611527345879
POU4F3,-0.2,0.0402029904996067
OSBPL8,,
DTX2,-0.7,4.68061143369547E-05
NLRC4,,
PUS7,0.1,0.768506641693896
LAMB4,0.1,0.793785443197828
NRCAM,-1.4,1.08248057479222E-04
LAMB1,-0.4,0.280376856261904
SLC26A4,-1.2,1.40561060853593E-06
SLC26A3,,
DLD,,
WDR7,-1.7,1.68237803303282E-14
TXNL1,-0.1,0.748060476146806
IL5RA,1.0,1.92720462559036E-04
ABCC6,,
CMTM6,1.3,2.80701231146891E-18
ITGA6,1.1,7.00336408296196E-05
RAPGEF4,-4.1,2.53473201931747E-14
MAP3K20,1.6,1.16912446816239E-07
SMPX,-1.4,3.00906934546576E-08
FH,-0.1,0.60132088877696
SEL1L3,-0.6,0.297383204538831
TF,-3.5,2.84201340267669E-10
CDV3,0.2,0.273875296890669
MYO15A,-0.4,0.00492304944091066
ALKBH5,-0.1,0.546738244262658
APOH,1.4,0.00212853185218865
NLRP1,0.3,0.514163628597741
PITPNM3,-3.1,8.95068474353481E-13
SPAG7,-0.1,0.714344857377806
ORC6,-0.6,0.00769277300324596
ZFHX4,-0.3,0.642790015283697
SLC17A6,-4.7,2.42887170215201E-16
CPA1,-0.2,0.14128741366299
ZC3HC1,0.6,9.75467961328729E-07
ESR1,-0.1,0.605372787778871
RGS17,-2.2,1.82571233881413E-10
ANGPT2,1.6,8.01095424394867E-06
TMEM101,0.2,0.372259456266172
CD200,-2.1,4.0724470008036E-12
CCDC80,2.2,5.13395620779738E-11
CMA1,-0.1,0.290647994537965
PSME1,1.0,1.44322310304744E-06
PPP2R3C,0.2,0.313070267092309
MYH7,0.7,0.00133872721825105
CEBPE,-0.4,0.00384536329454134
SLC7A8,-0.4,0.062471130694989
OSGEP,0.4,0.0283574239227417
SLC22A17,-0.1,0.592135835407352
SCFD1,0.2,0.134184885954979
G2E3,0.4,0.00140280641029734
HECTD1,-0.3,0.070131725716456
HNRNPC,,
RPGRIP1,-0.1,0.436023437969944
SUPT16H,1.3,3.5837084444567E-04
TOX4,,
GEMIN2,0.1,0.595184141499547
TGM1,-0.5,4.07065827084099E-05
TINF2,0.4,7.14457285194884E-06
DAZL,0.5,0.152529947210936
TBL1Y,,
SEMA6A,-0.3,0.409076575557783
TRPM7,0.5,0.0066245862402963
TYRO3,-1.1,1.5928647445583E-04
WDR76,0.4,0.123592781726775
SNAP23,0.9,2.55370019732341E-06
TBX15,0.4,0.181156803493798
PHGDH,1.3,4.97756905067056E-08
COL9A3,0.2,0.822892710736444
EZR,1.3,2.6308079055688E-06
MYL6,,
AGO1,0.2,0.327457531385442
CLSPN,0.1,0.491874863876474
RFFL,-0.2,0.584230989149674
UNC13D,-0.4,0.00106403459217228
MFSD11,0.7,1.52315197964748E-04
DPYSL2,,
TGFB2,2.4,1.22718544911207E-08
GPATCH2,1.0,3.90598976181098E-08
NUP50,-0.4,0.0333808392494822
CDC45,0.6,0.00383928601399441
COMT,1.1,8.91543105488009E-10
ADA2,0.6,0.0406691984215506
VNN 3.00,,
ECHDC1,,
LRRFIP2,-0.4,0.0285889381351097
SEC22C,0.3,0.048834652640619
XYLB,0.1,0.202489574683614
HDAC6,0.3,0.0252097908093183
OR1I1,0.1,0.598846535699269
GABRP,,
KRT31,-0.6,0.00136475550692686
CDC6,,
UPRT,0.1,0.562914539759885
CDC23,0.4,0.044308651062787
AAAS,0.3,0.0533450120869281
CBX5,0.9,0.00295747519190322
FMO2,1.1,0.00343715034145501
SUCO,1.3,4.0487794296216E-11
MSH2,0.5,0.0118012686634382
MAP3K1,0.4,0.274647650559512
HOOK2,-0.2,0.449856454071466
NXPE1,0.1,0.404922798769922
ARCN1,0.3,0.0747618680415152
EPB41L4B,-1.3,2.92056529413303E-05
TMEM38B,1.4,2.97104983336765E-07
PSMD5,0.2,0.112411092236106
PTGS1,1.0,1.08480930950417E-05
NUP188,0.1,0.692568761219122
CRAT,-0.2,0.188778380662197
SH2D3C,-1.2,1.58236732564866E-10
NANS,-0.5,0.0282227049426413
TBC1D2,-0.2,0.235646403412484
WHRN,-0.4,0.0444592296594339
PDE6C,,
CWF19L1,,
SEMA4G,-0.4,0.118713810771798
BTAF1,-0.1,0.833475598136321
IKZF5,-0.1,0.686452074266536
BLNK,0.5,0.17313778387292
TLL2,-0.1,0.729278449429214
TDRD1,0.3,0.265159439603682
SORBS1,0.5,0.0654777566913138
CRTAC1,1.1,0.00105560766528617
BAMBI,0.5,0.279337668583111
IL11,-0.2,0.249422918737651
MYO3A,2.2,1.22762090545641E-06
WAC,-0.5,3.30940562811749E-04
CREM,-0.3,0.260514682199641
SMIM24,-0.1,0.369275942993707
HIVEP1,0.2,0.444802973266552
TREM2,0.4,0.0965283060509071
KCNK16,-0.3,0.00145400222709979
CRISP3,-0.1,0.418329250235314
FKBP5,0.5,0.265375250205167
SRPK1,-0.9,1.9535900160849E-05
BRPF3,-0.9,1.20605453442747E-04
MRPS18A,,
PGC,-0.2,0.0761519078326331
TMEM14A,-0.7,2.74898269972868E-04
EFHC1,2.2,3.22306549062398E-12
HSP90AB1,-0.3,0.017943641752828
MLN,-0.1,0.672416736033139
CDC5L,-0.2,0.302220169343066
ITPR3,,
ZNF184,-0.1,0.876868379221328
DSP,0.8,0.070969917651472
SIRT1,-0.6,0.0111908803310108
HNRNPH3,0.2,0.39327163315561
IFT74,1.8,3.94667139442954E-10
JAK2,0.7,7.48989211394344E-04
IL12RB1,-0.2,0.0630405727450841
ABL1,0.9,1.01045242495346E-08
ACOT7,-1.9,4.14564717561417E-06
SH3GLB1,0.8,1.45330430216602E-07
CDC7,-0.4,0.193008943067794
SYDE2,0.1,0.532616013396003
PCSK5,-0.1,0.825900475825465
SCD,-0.4,0.276155190084603
TMED1,0.8,3.51322333542689E-06
ABLIM1,-0.1,0.591630978274908
ERMP1,-0.2,0.217208570832556
RAB18,0.1,0.571459462983105
NRP1,1.6,3.32881259645061E-05
PRTFDC1,1.2,3.44758709362576E-07
PALMD,2.2,1.30280886337531E-08
TSPAN15,-0.3,0.28209808317506
MACROH2A2,0.6,2.75751310352033E-04
MAST3,-2.4,2.65236266283158E-10
MZF1,0.1,0.814628647319778
OCEL1,-0.4,0.030431513882382
MYO9B,,
KCNK6,0.3,0.148157151398512
CATSPERG,-0.1,0.401163001200571
PSMD8,-0.1,0.697174369550746
STX1B,-2.2,7.54989224710245E-19
HSD3B7,0.3,0.0925566730692216
SETD1A,-0.1,0.219995257852326
BCL7C,0.6,4.87766440376626E-04
MAGEB2,-0.1,0.445052082630682
EFNA2,-0.1,0.804195344351979
CIRBP,0.6,2.75847555215027E-04
ATP5F1D,-0.3,0.143745250957859
CBARP,-0.6,5.08335842302141E-04
PRKY,0.1,0.506058025008705
IGFALS,-0.3,0.0381598865746096
HNRNPM,0.7,1.55890181161882E-07
MARCHF2,-0.6,0.0261906545511006
NDUFB7,-0.2,0.554988100666388
TECR,-0.2,0.302393508380403
CDC34,0.1,0.724898475491086
MTAP,0.4,0.029535664625875
MISP,0.2,0.217356130107855
CEP170B,-1.3,1.10527788154467E-14
POLR2E,0.4,2.0947776078575E-04
POLRMT,-0.5,1.52523340433706E-04
HCN2,-1.2,3.2428933924408E-10
CDHR5,-0.3,0.030165023800232
IZUMO4,0.7,0.00268040356477309
RASSF7,-0.4,0.00710949041378865
GADD45B,-0.8,0.0941185547164559
PALM,-0.5,0.0326476524626632
MADCAM1,-0.7,5.79705659609249E-05
IGF2-AS,0.7,0.00102284813311916
MKNK2,-0.4,0.086560455915548
ARVCF,,
TRMT2A,,
RANBP1,0.5,0.00944951020701133
ZDHHC8,,
KLHL22,-0.3,0.053927196227536
MED15,-0.2,0.298562586717195
SERPIND1,-0.1,0.651573369151736
SNAP29,-0.1,0.662216178797404
CRKL,0.2,0.166518857726664
MMP11,-0.1,0.44872257167002
CECR2,-0.2,0.537704363207829
SMARCB1,0.4,0.0102493624922613
P2RX6,-0.3,0.00677312339066724
DERL3,-0.1,0.439804732626409
SLC7A4,-0.2,0.041013460996929
BCL2L13,0.4,0.0212792521213898
OSM,-0.3,0.231809012385299
CABIN1,0.4,0.0423776203234846
TBC1D10A,-0.6,2.15446246706655E-04
SUSD2,1.1,0.0309759813543904
SF3A1,0.3,0.00508884108268677
GGT5,0.4,0.151584844963331
RNF215,,
SEC14L2,-0.5,0.181781053502512
SEC14L3,0.1,0.854547476936861
SPECC1L,0.3,0.109911975349214
PPIL2,,
UPB1,-0.6,5.94163725052957E-04
YPEL1,-1.4,4.43039193870331E-07
PES 1.00,0.3,0.0442958084222138
MAPK1,-0.5,0.00203260108710591
GGT1,-0.2,0.0487227114511751
PRODH,,
PPM1F,-0.3,0.0043944236709225
SLC35E4,-0.4,0.417749985811998
TOP3B,0.2,0.248526065223737
CRYBB3,-0.3,0.0244189680802786
CYTH4,0.4,0.0272570878965908
ESS2,-0.1,0.493665682586563
CRYBB2P1,-0.7,0.00646167197247719
MFNG,0.9,3.66401838759178E-05
CARD10,0.2,0.448801290071754
LRP5L,,
SLC25A1,1.2,6.95366804824958E-09
GRK3,-2.5,2.58003339761545E-11
PLA2G3,0.1,0.48955185729188
LGALS2,-0.6,0.00890725890954859
GGA1,0.2,0.102651644273457
HIRA,-0.6,0.0978490073407245
SH3BP1,0.1,0.717662118753725
SEZ6L,-2.2,7.84180474234512E-06
LGALS1,1.2,7.5602585027967E-05
HPS4,0.1,0.792063057536269
PIK3IP1,-0.5,0.0939185335327404
SRRD,-0.3,0.00625779117012626
PATZ1,0.6,0.0102170568099345
TRIOBP,0.5,7.56281469532141E-04
TFIP11,-0.2,0.240174318258891
GCAT,-0.6,6.17395459542562E-06
CRYBB1,-0.3,0.0250037348295549
ANKRD54,0.5,0.00175736877073107
SNU13,,
MICALL1,0.5,0.00146098760370464
POLR2F,0.2,0.168096052879131
SOX10,-1.7,1.24495622609353E-04
CCDC134,-0.2,0.245871155414007
DEPDC5,-0.4,0.0103735790717008
PICK1,-0.9,5.0841311771418E-05
TTC28,1.5,9.85345037957087E-11
SLC16A8,-0.7,5.32815281636169E-10
CENPM,0.4,0.18431826713218
SEPTIN3,-1.6,1.09440581291988E-08
SLC5A1,-0.1,0.403468071012575
TPTEP1,0.1,0.816063868979085
SLC5A4,0.1,0.349796775204636
KDELR3,1.4,1.29099070499777E-04
DDX17,0.3,0.0155674599593843
DMC1,,
TCF20,-0.2,0.165182482639391
HSCB,0.3,0.170204570587539
CBY1,0.9,9.69303539226217E-07
TOMM22,,
RSPH14,0.2,0.30836582912495
RTCB,0.2,0.254752999766178
JOSD1,-1.0,1.81257359304676E-06
FBXO7,0.1,0.463682304777409
GTPBP1,0.5,0.00484688388147987
POLDIP3,0.8,1.88454198460689E-09
RAB36,1.6,1.34268320889442E-10
TIMP3,0.2,0.437018320575472
PPP6R2,-0.4,0.00955333804704863
SBF1,-0.8,7.56450370252497E-07
SUN2,-0.6,0.00179432357657313
CYB5R3,0.4,0.00456676882033569
DNAL4,0.2,0.132921809453454
C22orf31,0.2,0.236780689567949
MIOX,,
LMF2,0.2,0.107718787629255
RHBDD3,0.3,0.10923356586561
PACSIN2,0.1,0.72966261319075
TTLL1,0.8,2.59078936750683E-06
RASL10A,,
AP1B1,0.1,0.765399899200953
HMGXB4,0.1,0.816063868979085
TOM1,-0.2,0.194836050209059
NEFH,-3.1,7.67405109000517E-15
BIK,0.6,0.00199681155805665
HMOX1,1.1,0.00446346511906684
MCAT,,
THOC5,-0.4,0.0300275322185068
MCM5,1.3,5.94485702099357E-06
ARSA,0.5,0.0107800157539014
TSPO,1.5,3.43851560562074E-07
RASD2,-2.0,3.84145089939024E-10
TTLL12,-0.4,0.0101178318166653
CBX7,-2.0,2.51771317646483E-09
PDGFB,-0.2,0.0845675267304407
CABP7,-0.2,0.742618349223744
RPL3,0.5,1.78550976764244E-04
ZMAT5,,
RBFOX2,-1.6,1.65148046163022E-14
SYNGR1,-2.4,1.06113112006247E-17
TAB1,0.4,0.0148151725485991
ASCC2,0.3,0.175147533892553
MTMR3,0.1,0.369408121966955
MIEF1,0.3,0.047035538335592
APOL4,0.8,0.0157879867895609
PNPLA5,,
APOL1,0.1,0.430070588336865
PNPLA3,-0.4,0.0256571726959051
MYH9,0.4,0.0478571902354775
CACNA1I,-1.3,0.00470737974973345
SAMM50,,
TXN2,-0.2,0.338259414434541
FOXRED2,0.3,0.146483813490046
GRAP2,-0.2,0.054535659986159
EIF3D,0.6,1.22559854919169E-04
TNRC6B,-0.5,0.067866044458686
IFT27,0.5,0.00440364633270674
PVALB,-4.3,7.86657042451124E-24
KIAA0930,-1.1,1.30349852255276E-05
NCF4,0.6,0.00271593169546143
CSF2RB,0.5,0.08586219052028
SLC25A17,1.1,1.13738491913137E-08
UPK3A,-0.1,0.389502013147194
FAM118A,0.4,0.138912445038794
KCTD17,-0.2,0.22605469478139
ST13,0.2,0.210222184483343
IL2RB,0.5,4.21578761832448E-04
RBX1,-0.1,0.68477557020338
EP300,,
L3MBTL2,,
CHADL,-0.9,6.01224042694646E-04
RANGAP1,-0.8,2.88020796523605E-08
ZC3H7B,-0.8,9.98869546289208E-04
PHF5A,0.1,0.551178451935173
ACO2,-0.3,0.112003023144907
POLR3H,-0.2,0.448678492239846
TRMU,-0.5,0.00168831838227162
PMM1,-0.5,0.0640741357521974
DESI1,-1.0,5.07063132067579E-09
CERK,-0.2,0.422422872927242
BRD1,0.1,0.672727544920981
ZBED4,1.1,1.96040439608813E-06
MLC1,1.2,1.19767904638415E-06
HDAC10,-0.3,0.0169761608513948
KCNK10,-0.9,0.00320136747273228
ABHD4,0.9,4.37251999061394E-08
KHNYN,0.1,0.461009559339632
FKBP3,-0.5,0.00893165466180668
SDR39U1,0.1,0.519956625514241
CTSG,-0.2,0.447028570459202
GZMH,0.1,0.596720519825303
GZMB,0.1,0.428296404946663
RBM23,0.6,2.31544627253736E-07
PRMT5,0.8,3.46172389924875E-09
COCH,,
AP4S1,-0.9,9.06698907493241E-05
POLE2,1.6,2.27177365753778E-09
VCPKMT,-1.3,3.4848369772319E-05
SOS 2,0.3,0.0323246534381444
CDKL1,-0.3,0.326543666992344
NIN,,
PYGL,0.9,0.00708209282847329
TRIM9,-0.9,0.00722949347129339
PSMC6,-0.1,0.569499635831087
GNPNAT1,-0.4,0.0690054338184522
DDHD1,-1.0,1.40708507490364E-04
CDKN3,0.7,0.0282524732311335
CNIH1,0.1,0.508175315745409
CGRRF1,-0.1,0.754676558982387
ATP6V1D,-0.8,6.27608392241973E-08
CCDC198,-0.1,0.447056069980102
PLEK2,0.3,0.131123166191059
PIGH,-0.4,0.00958078122836589
LRRC74A,-0.3,0.0292502128135229
PSMA3,0.4,0.0130526669672089
VTI1B,-0.6,6.73397166685268E-05
TIMM9,-0.1,0.532638957085865
GSTZ1,0.4,0.0410029781780376
KIAA0586,0.2,0.126351067689371
TMED8,-1.0,4.58086705218273E-07
SAMD15,0.9,0.00638337391577038
AHSA1,-0.5,7.07776144980964E-04
DAAM1,0.1,0.683973674793444
ISM2,-0.2,0.0407613162332248
SPTLC2,-1.0,7.56515725049512E-05
RIN3,0.7,0.00236122879534537
LGMN,0.1,0.529570662661813
ALKBH1,0.4,0.00123690321041811
SNW1,0.3,0.0112412104411372
CHGA,-2.4,8.52716246439591E-14
ITPK1,-1.1,2.2974898750323E-05
DHRS7,,
PPM1A,-1.4,2.53363924698149E-08
SIX4,-0.3,0.237227018911936
GALNT16,-0.1,0.823369221920406
ASB2,-0.7,3.22971017341098E-05
CEP128,0.8,0.0142729204566901
ERH,0.3,0.0074912152568699
HIF1A,0.4,0.014836568471673
SUSD6,0.3,0.295522426393328
SRSF5,0.8,4.7911447069803E-05
SLC10A1,-0.1,0.704857966559603
EIF5,-0.2,0.150200719720848
SLC8A3,-2.1,4.68873266090453E-11
DICER1,0.3,0.235479191635456
ZFYVE21,-0.2,0.257433909014509
MTHFD1,0.2,0.337687057564221
TCL1A,,
ZC3H14,0.4,0.0313689456594312
TELO2,0.2,0.0729052468719952
PCNX1,-0.5,0.0377595486008371
GSKIP,-1.0,1.59616647245987E-05
VRK1,-0.1,0.781588577228111
PAPLN,-0.9,0.056564625543053
RPS6KA5,0.2,0.550966811001669
PPP4R3A,1.3,4.56362893718278E-07
C14orf93,1.3,4.28122826445406E-10
PSMB5,0.1,0.596627866160026
YY1,-0.7,9.74210818164204E-06
ACIN1,0.2,0.184583001722973
CCNB1IP1,0.2,0.587857698575746
TRIP11,0.6,1.71917660208101E-05
APEX1,0.5,7.01978864326838E-04
PABPN1,-0.1,0.693811552826674
EFS,1.6,2.43855536185271E-06
ARHGAP5,0.4,0.0651267617610025
CINP,-1.0,1.22422542828231E-09
DHRS2,-0.5,1.16569685792929E-05
SRP54,0.4,0.0170158455092245
CPNE6,-0.5,0.0724838214327384
CHD8,0.1,0.67084350529214
PCK2,0.4,0.0438909884754729
PRORP,0.3,0.00173286602053544
DCAF11,-0.1,0.321509769411416
NFKBIA,0.8,0.0171456937442338
EMC9,-0.4,0.0161404539623206
BRMS1L,-1.1,1.62227651836707E-07
REC8,1.0,1.82708201377621E-07
TM9SF1,1.1,6.57089615533476E-11
SEC23A,-0.2,0.433130667104225
GMPR2,0.5,3.29517648087744E-05
PNN,0.6,8.1554892384058E-04
RABGGTA,-0.3,0.00551876150808808
NFATC4,0.2,0.409469821398288
PLTP,2.2,9.20708686469149E-12
PCIF1,0.4,0.0141297219194288
GSS,-0.1,0.66871124075458
MMP9,1.1,0.0272155981679106
VSX1,,
TRPC4AP,,
PYGB,,
ABHD12,,
PROCR,0.8,0.024565494406612
GINS1,0.3,0.405965542646323
NINL,1.0,1.94845666840366E-05
CD40,0.4,0.00661242620900315
UQCC1,-0.5,7.85626789562561E-06
ZMYND8,,
SGK2,0.2,0.309662272236635
IFT52,0.7,1.97393080546869E-06
MYBL2,-0.1,0.581281963093197
R3HDML,-0.1,0.399164554260203
HNF4A,-0.4,0.00898052134434408
NDRG3,-1.7,2.87893618523498E-19
SLA2,-0.2,0.0984133449958203
NFATC2,1.3,2.04826642166388E-05
RIMS4,-0.1,0.390248921084338
PABPC1L,1.0,0.00151836268733858
STK4,,
SALL4,-0.2,0.267904997172233
ADNP,0.7,4.43027200181691E-04
PFDN4,-0.1,0.607965315260144
DOK5,0.8,0.00229044254344541
CSTF1,0.6,3.76385767621287E-04
BMP7,1.2,1.21224712699286E-05
RAE1,0.1,0.72567289612481
TPD52L2,,
DNAJC5,-1.4,7.86625340353188E-12
NELFCD,0.5,5.29697157745382E-04
CTSZ,-0.2,0.767413093975894
PRPF6,0.2,0.317557282194549
TUBB1,0.1,0.32105412220058
PRELID3B,0.6,2.71548436818446E-05
HRH3,-0.3,0.216509353019869
MTG2,0.1,0.452123743482145
PSMA7,,
SLCO4A1,-1.2,3.71805115451958E-04
NTSR1,-0.5,8.64570309668663E-05
MRGBP,0.3,0.111453778113537
TCFL5,-0.4,0.0900709607818
DIDO1,0.6,1.15619881383004E-05
GID8,0.2,0.324554934029209
SLC17A9,-0.1,0.415919884133091
NKAIN4,1.0,0.0254866156128032
ARFGAP1,-0.3,0.0147403518480678
AVP,-0.2,0.0483033954106307
COL20A1,0.1,0.883709271809137
CHRNA4,-0.3,0.198308470322151
EEF1A2,-3.1,2.76193549291769E-08
PTK6,-0.1,0.820806352190817
GMEB2,,
C20orf27,,
SPEF1,0.9,0.0134063454713177
CDC25B,-0.1,0.685238794935679
ISM1,-0.7,4.73929478756158E-04
RNF24,0.6,0.00388562419370357
ARFRP1,-0.2,0.127833364808232
NDUFAF5,-1.1,1.51787086232852E-06
SEL1L2,,
TRIB3,0.3,0.220320533532708
RASSF2,0.1,0.880576098776814
CSNK2A1,,
SLC52A3,-0.2,0.177331032197123
RPS10P5,0.2,0.0473049356838773
ANGPT4,-0.1,0.747771089393266
RSPO4,0.8,0.077403936917878
CDS2,-1.1,5.37146810611806E-08
PROKR2,-0.2,0.153973821712587
HM13,0.1,0.531061492269454
SNPH,-1.9,4.16023408767584E-13
MYLK2,0.1,0.600875248918539
SIRPB1,0.3,0.18381953786458
SEC23B,0.5,0.00728183106310075
FERMT1,1.1,0.00112771345952327
HAO1,,
PDYN,-1.4,9.80418303398377E-08
CCM2L,-0.6,2.29463006052557E-04
